id,Job.Title,Est_Salary,Max_Salary,Min_Salary,City,State,Easy.Apply,Revenue_USD,Rating,Size,Industry,Sector,Type.of.ownership,Years_Founded,Company.Name,lat,lon
6982,Data Engineer II,91.5,104,79,Tempe,AZ,NA,25-50 million,3.5,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,37,Silicon Valley Bank,33.4255,-111.940009
6983,Data Warehouse Engineer,91.5,104,79,Scottsdale,AZ,NA,10+ billion,3.4,10000+ employees,Health Care Services & Hospitals,Health Care,Company - Public,187,McKesson,33.4942,-111.926018
6984,ADAS Test V&V Engineer,91.5,104,79,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
6985,Data Engineer,91.5,104,79,Phoenix,AZ,NA,25-50 million,4.1,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,54,Kforce,33.4484,-112.074142
6986,Software Engineer,91.5,104,79,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
6987,Software Engineer,91.5,104,79,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
6988,Junior Site Reliability Engineer (Apps Systems Engineer 4),91.5,104,79,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125
6989,Principal Data Scientist,91.5,104,79,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018
6990,Jr. Data Engineer,91.5,104,79,Phoenix,AZ,NA,100-500 million,3.2,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,13,Net2Source,33.4484,-112.074142
6991,Senior Data Engineer,91.5,104,79,Phoenix,AZ,NA,Unknown,3.9,1001 to 5000 employees,"Department, Clothing, & Shoe Stores",Retail,Company - Private,11,thredUP,33.4484,-112.074142
6992,Data Conversion Test Engineer,91.5,104,79,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
6993,Data Analytics Engineer,91.5,104,79,Phoenix,AZ,NA,Unknown,3.5,Unknown,,,Company - Public,NA,Schwab,33.4484,-112.074142
6994,Data Engineer,91.5,104,79,Chandler,AZ,NA,1-5 million,4.3,1 to 50 employees,IT Services,Information Technology,Contract,NA,PeopleNTech LLC,33.3062,-111.84125
6995,Web Engineer 2,91.5,104,79,Tempe,AZ,NA,25-50 million,3.2,1001 to 5000 employees,Internet,Information Technology,Company - Private,21,Shutterfly,33.4255,-111.940009
6996,"Lead Engineer, Exteriors",91.5,104,79,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
6997,Data Engineer,91.5,104,79,Scottsdale,AZ,NA,,NA,,,,,NA,Vegatron Systems,33.4942,-111.926018
6998,Data Engineer,91.5,104,79,Tempe,AZ,NA,100-500 million,3.5,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,50,The Judge Group,33.4255,-111.940009
6999,Software Development Engineer I,91.5,104,79,Tempe,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4255,-111.940009
7000,Data Engineer,91.5,104,79,Phoenix,AZ,NA,100-500 million,3.2,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,13,Net2Source,33.4484,-112.074142
7001,Senior Validation and Verification Engineer,91.5,104,79,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
7002,Senior Data Engineer,111,141,81,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018
7003,ETL/Data Engineer I (datastage),111,141,81,Phoenix,AZ,NA,10+ billion,3.6,10000+ employees,Insurance Carriers,Insurance,Company - Private,98,USAA,33.4484,-112.074142
7004,Data Engineer II,111,141,81,Scottsdale,AZ,NA,,NA,,,,,NA,Discount Tire Corporate Careers,33.4942,-111.926018
7005,Data Analyst,111,141,81,Phoenix,AZ,NA,0.5-1 billion,3.2,5001 to 10000 employees,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,26,Modis,33.4484,-112.074142
7007,Azure Data Engineer,111,141,81,Phoenix,AZ,NA,0.5-1 billion,3.4,1001 to 5000 employees,"Cable, Internet & Telephone Providers",Telecommunications,Company - Public,34,"Cable One, Inc.",33.4484,-112.074142
7008,Solution Engineer,111,141,81,Chandler,AZ,NA,100-500 million,3.1,501 to 1000 employees,Internet,Information Technology,Company - Public,24,Internap Network Services,33.3062,-111.84125
7009,Senior Data Engineer,111,141,81,Phoenix,AZ,NA,100-500 million,3.6,1001 to 5000 employees,IT Services,Information Technology,Company - Private,30,Xoriant Corporation,33.4484,-112.074142
7010,Jr. Data Scientist/Engineer,111,141,81,Phoenix,AZ,NA,,NA,,,,,NA,CalTech IT Solution Private Limited,33.4484,-112.074142
7011,"Software Developer Engineer, IT - Enterprise Data",111,141,81,Phoenix,AZ,NA,2-5 billion,3.2,5001 to 10000 employees,Airlines,Travel & Tourism,Company - Public,91,Hawaiian Airlines,33.4484,-112.074142
7012,Civil Engineer 3,111,141,81,Tempe,AZ,NA,50-100 million,4.5,201 to 500 employees,Architectural & Engineering Services,Business Services,Company - Private,58,DOWL,33.4255,-111.940009
7013,Big Data Engineer,111,141,81,Phoenix,AZ,NA,1-2 billion,4.1,51 to 200 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,21,Sysmind LLC,33.4484,-112.074142
7014,Data Engineer role(SQL/Python/AWS)-Remote,111,141,81,Tempe,AZ,NA,Unknown,4,501 to 1000 employees,IT Services,Information Technology,Company - Private,8,Clairvoyant,33.4255,-111.940009
7015,Senior Thermal Modeling Engineer,111,141,81,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
7016,Data Scientist - Nationwide Opportunities,111,141,81,Phoenix,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4484,-112.074142
7017,Senior Data Engineer,111,141,81,Chandler,AZ,NA,Unknown,3.8,51 to 200 employees,K-12 Education,Education,Company - Private,20,StrongMind,33.3062,-111.84125
7018,Data Engineer,111,141,81,Tempe,AZ,NA,2-5 billion,2.9,10000+ employees,Gas Stations,Retail,Company - Public,69,circle k,33.4255,-111.940009
7019,Data Analyst/Engineer,111,141,81,Tempe,AZ,NA,Unknown,3,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,17,The Accuro Group,33.4255,-111.940009
7020,"(Project Staff) Consultant, Data Engineer",111,141,81,Scottsdale,AZ,NA,10+ billion,3.6,10000+ employees,,,Company - Private,95,Nationwide,33.4942,-111.926018
7021,Software Engineer - Entry Level - Remote,111,141,81,Phoenix,AZ,1,Unknown,4.1,51 to 200 employees,Education Training Services,Education,Company - Private,3,Woz U,33.4484,-112.074142
7022,DATA ENGINEER,111,141,81,Phoenix,AZ,NA,,NA,,,,,NA,Swift Corporate,33.4484,-112.074142
7023,Sr. ETL/Database Developer - Apps Systems Engineer 5,111,141,81,Phoenix,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.4484,-112.074142
7024,Sr. Data Engineer,111,141,81,Phoenix,AZ,NA,Unknown,3.8,10000+ employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,5,Hewlett Packard Enterprise,33.4484,-112.074142
7025,Big Data Engineer,111,141,81,Phoenix,AZ,NA,100-500 million,3.6,1001 to 5000 employees,IT Services,Information Technology,Company - Private,30,Xoriant Corporation,33.4484,-112.074142
7026,BIG DATA ENGINEER,111,141,81,Phoenix,AZ,NA,1-2 billion,4.8,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,20,Metasys Technologies,33.4484,-112.074142
7027,AWS Data Engineer,111,141,81,Phoenix,AZ,NA,100-500 million,3.6,1001 to 5000 employees,IT Services,Information Technology,Company - Private,30,Xoriant Corporation,33.4484,-112.074142
7028,Big-Data Engineer,111,141,81,Phoenix,AZ,NA,10-25 million,5,201 to 500 employees,IT Services,Information Technology,Company - Private,2,Nucleusteq,33.4484,-112.074142
7029,Big Data Engineer,111,141,81,Phoenix,AZ,NA,Unknown,2.9,Unknown,,,Company - Public,NA,Impetus,33.4484,-112.074142
7030,Geometric Dimensioning & Tolerancing (GD&T) Lead Engineer,111,141,81,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
7031,Big Data Engineer,111,141,81,Phoenix,AZ,NA,5-10 million,4,51 to 200 employees,IT Services,Information Technology,Company - Private,NA,ISGIT,33.4484,-112.074142
7032,Big Data Java Engineer,111,141,81,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7033,Integration Engineer,111,141,81,Phoenix,AZ,NA,Unknown,4.9,51 to 200 employees,Computer Hardware & Software,Information Technology,Private Practice / Firm,5,Very Good Security,33.4484,-112.074142
7034,Data Engineer,95.5,104,87,Scottsdale,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4942,-111.926018
7035,Senior Data Engineer,95.5,104,87,Scottsdale,AZ,NA,100-500 million,3.7,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Company - Public,29,Axon,33.4942,-111.926018
7036,Full Stack Engineer,95.5,104,87,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7037,Software Engineer - MacOS,95.5,104,87,Phoenix,AZ,NA,Unknown,4.8,1001 to 5000 employees,IT Services,Information Technology,Company - Public,9,Zoom,33.4484,-112.074142
7038,Big Data Engineer,95.5,104,87,Phoenix,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4484,-112.074142
7039,Software Engineer,95.5,104,87,Scottsdale,AZ,NA,5-10 million,5,51 to 200 employees,Computer Hardware & Software,Information Technology,Company - Private,7,Proctorio,33.4942,-111.926018
7040,Software Engineer,95.5,104,87,Phoenix,AZ,NA,10-25 million,4.3,201 to 500 employees,Health Care Services & Hospitals,Health Care,Company - Private,38,Redwood Dental,33.4484,-112.074142
7041,"QA Test Engineer, AVP",95.5,104,87,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
7042,Data Center Engineer,95.5,104,87,Phoenix,AZ,NA,Unknown,4,1 to 50 employees,,,Company - Private,NA,BCS Data Center Operations,33.4484,-112.074142
7043,Java with big data engineer,95.5,104,87,Phoenix,AZ,NA,1-2 billion,4.1,51 to 200 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,21,Sysmind LLC,33.4484,-112.074142
7044,Senior Data Engineer,95.5,104,87,Phoenix,AZ,NA,10+ billion,3.1,10000+ employees,Truck Rental & Leasing,Transportation & Logistics,Company - Public,75,U-Haul,33.4484,-112.074142
7045,Data Engineer - Brand Program,95.5,104,87,Tempe,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4255,-111.940009
7046,Big Data Engineer,95.5,104,87,Phoenix,AZ,NA,,NA,,,,,NA,Callibus Inc,33.4484,-112.074142
7047,Senior Systems Engineer,95.5,104,87,Phoenix,AZ,NA,2-5 billion,3.8,5001 to 10000 employees,Telecommunications Services,Telecommunications,Company - Public,24,Juniper Networks,33.4484,-112.074142
7048,Data Engineer/Bigdata Engineer,95.5,104,87,Phoenix,AZ,NA,100-500 million,3.6,1001 to 5000 employees,IT Services,Information Technology,Company - Private,30,Xoriant Corporation,33.4484,-112.074142
7049,Senior Dynamics 365 Engineer,95.5,104,87,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
7050,Data Scientist,95.5,104,87,Tempe,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4255,-111.940009
7051,Senior Data Engineer,95.5,104,87,Chandler,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.3062,-111.84125
7052,Application Performance Engineer Lead,95.5,104,87,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
7053,Network Operations Engineer,95.5,104,87,Phoenix,AZ,NA,5-10 billion,3.8,10000+ employees,Financial Transaction Processing,Finance,Company - Public,35,Discover,33.4484,-112.074142
7055,"Senior Associate, Big Data Software Engineer",95.5,104,87,Phoenix,AZ,NA,2-5 billion,3.9,10000+ employees,Accounting,Accounting & Legal,Subsidiary or Business Segment,33,KPMG,33.4484,-112.074142
7056,Big Data Developer,95.5,104,87,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7057,Big Data Engineer/Admin,95.5,104,87,Tempe,AZ,NA,10+ billion,3.4,10000+ employees,Insurance Agencies & Brokerages,Insurance,Company - Public,89,"Allstate Insurance - 1202 Irving, TX",33.4255,-111.940009
7058,Software Engineer,95.5,104,87,Phoenix,AZ,NA,100-500 million,3.2,1001 to 5000 employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,20,Synchronoss,33.4484,-112.074142
7059,Data Engineer/Database Analyst/Data Analyst,95.5,104,87,Chandler,AZ,NA,1-5 million,3.7,51 to 200 employees,Advertising & Marketing,Business Services,Company - Private,16,Infotree Service Inc,33.3062,-111.84125
7060,Big Data Engineer,95.5,104,87,Phoenix,AZ,NA,<1 million,4,1 to 50 employees,Accounting,Accounting & Legal,Company - Private,NA,Lorven Technologies Inc,33.4484,-112.074142
7061,Big Data Engineer,95.5,104,87,Phoenix,AZ,NA,Unknown,NA,Unknown,,,Company - Private,NA,"STM Consulting, Inc.",33.4484,-112.074142
7062,BIG-DATA / Hadoop Consultant (Data Engineer with Java),95.5,104,87,Chandler,AZ,NA,Unknown,5,51 to 200 employees,,,Company - Private,NA,Enexus Global,33.3062,-111.84125
7063,Senior ADAS Test V&V Engineer,95.5,104,87,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
7064,Data Engineer With Strong Python Experience,95.5,104,87,Chandler,AZ,NA,,NA,,,,,NA,SmartIT Frame,33.3062,-111.84125
7065,Backend Software Engineer,95.5,104,87,Phoenix,AZ,NA,Unknown,NA,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,4,Deepgram,33.4484,-112.074142
7066,Data Conversion Engineer,99.5,126,73,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
7067,Big Data Java Engineer,99.5,126,73,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7068,Test Data Management Engineer with Mainframe Experience,99.5,126,73,Phoenix,AZ,NA,50-100 million,4,501 to 1000 employees,IT Services,Information Technology,Company - Private,10,CYNET SYSTEMS,33.4484,-112.074142
7069,Java Engineer,99.5,126,73,Scottsdale,AZ,1,Unknown,4.3,1001 to 5000 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,14,Nextiva,33.4942,-111.926018
7070,Azure Data Engineer,99.5,126,73,Tempe,AZ,NA,25-50 million,4.1,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,54,Kforce,33.4255,-111.940009
7071,SQL Database Engineer,99.5,126,73,Scottsdale,AZ,NA,Unknown,3.5,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,12,Foresight Intelligence,33.4942,-111.926018
7072,Big Data Engineer w/ Azure,99.5,126,73,Phoenix,AZ,NA,10-25 million,5,201 to 500 employees,IT Services,Information Technology,Company - Private,2,Nucleusteq,33.4484,-112.074142
7073,Database Security Engineer,99.5,126,73,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
7074,Data & Reporting Lead - Apps Systems Engineer 6,99.5,126,73,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125
7075,Big Data Engineer,99.5,126,73,Phoenix,AZ,NA,Unknown,3.7,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Company - Private,29,Impetus Technologies,33.4484,-112.074142
7076,TDM (Test Data Management) Engineer with Mainframe exp,99.5,126,73,Phoenix,AZ,NA,<1 million,4.7,Unknown,Publishing,Media,Company - Private,NA,Sharpedge Solutions Inc,33.4484,-112.074142
7077,AI - Natural Language Processing and Machine Learning Engineer,99.5,126,73,Phoenix,AZ,NA,10+ billion,4,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,52,Intel,33.4484,-112.074142
7078,Ab Initio Engineer,99.5,126,73,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125
7079,"Platform Software Engineer, Infrastructure",99.5,126,73,Phoenix,AZ,NA,Unknown,4.8,1001 to 5000 employees,IT Services,Information Technology,Company - Public,9,Zoom,33.4484,-112.074142
7080,Software Engineer 2,99.5,126,73,Phoenix,AZ,NA,2-5 billion,3.4,1001 to 5000 employees,Food & Beverage Manufacturing,Manufacturing,Company - Private,98,Shamrock Foods,33.4484,-112.074142
7081,Software Development Engineer,99.5,126,73,Tempe,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4255,-111.940009
7082,Database Engineer,99.5,126,73,Scottsdale,AZ,NA,1-5 million,4.4,1 to 50 employees,IT Services,Information Technology,Company - Private,NA,Softcom Systems,33.4942,-111.926018
7083,Software Engineer,99.5,126,73,Phoenix,AZ,NA,1-5 million,3.5,201 to 500 employees,Casual Restaurants,"Restaurants, Bars & Food Services",Company - Private,NA,Andiamo,33.4484,-112.074142
7084,Platform Software Engineer,99.5,126,73,Phoenix,AZ,NA,Unknown,4.8,1001 to 5000 employees,IT Services,Information Technology,Company - Public,9,Zoom,33.4484,-112.074142
7085,Big Data Engineer,76,94,58,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7086,Data Conversion Test Engineer,76,94,58,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
7087,Site Reliability Engineer (Apps Systems Engineer 5 ),76,94,58,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125
7088,Software Engineer - Instant Messaging Application,76,94,58,Phoenix,AZ,NA,Unknown,4.8,1001 to 5000 employees,IT Services,Information Technology,Company - Public,9,Zoom,33.4484,-112.074142
7089,Senior Data Engineer,76,94,58,Chandler,AZ,NA,Unknown,4.4,51 to 200 employees,IT Services,Information Technology,Company - Private,5,Adwait Algorithm,33.3062,-111.84125
7090,Informatica IDQ - Data Engineer II,76,94,58,Tempe,AZ,NA,25-50 million,3.5,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,37,Silicon Valley Bank,33.4255,-111.940009
7091,Software Engineer - Mac,76,94,58,Phoenix,AZ,NA,Unknown,4.8,1001 to 5000 employees,IT Services,Information Technology,Company - Public,9,Zoom,33.4484,-112.074142
7092,Data & Reporting Lead - Apps Systems Engineer 6,109.5,145,74,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125
7093,Big Data Engineer II,109.5,145,74,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7094,Big Data Developer,109.5,145,74,Phoenix,AZ,NA,,NA,,,,,NA,Youth Power Technosoft LLC,33.4484,-112.074142
7095,Greenplum /Big Data Engineer/Architect,109.5,145,74,Chandler,AZ,NA,1-5 million,3.7,51 to 200 employees,Advertising & Marketing,Business Services,Company - Private,16,Infotree Service Inc,33.3062,-111.84125
7096,Big Data Engineer with Strong Java background,109.5,145,74,Phoenix,AZ,NA,,NA,,,,,NA,Youth Power Technosoft LLC.,33.4484,-112.074142
7097,Principal Data Engineer,109.5,145,74,Scottsdale,AZ,NA,2-5 billion,3.5,10000+ employees,Consulting,Business Services,Company - Public,4,IHS Markit,33.4942,-111.926018
7098,Sr DevSecOps Engineer,109.5,145,74,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
7099,Software Engineer,109.5,145,74,Phoenix,AZ,NA,1-2 billion,4.9,51 to 200 employees,IT Services,Information Technology,Company - Private,20,"Atrilogy Solutions Group, Inc.",33.4484,-112.074142
7100,Java Engineer (Full Stack developer),109.5,145,74,Phoenix,AZ,NA,1-5 million,3,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,20,Apex 2000,33.4484,-112.074142
7101,Cloud Engineer,109.5,145,74,Phoenix,AZ,NA,Unknown,4.5,501 to 1000 employees,IT Services,Information Technology,Company - Private,24,VentureSoft Global,33.4484,-112.074142
7102,VMWare Engineer,109.5,145,74,Phoenix,AZ,NA,10+ billion,3.7,10000+ employees,IT Services,Information Technology,Company - Public,109,IBM,33.4484,-112.074142
7103,(Big Data Developer) Applications Systems Engineer 4,94,122,66,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125
7104,Sr Big Data Engineer,94,122,66,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7105,Cloud Services Engineer,94,122,66,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7106,Python/Machine Learning Engineer,94,122,66,Phoenix,AZ,NA,10-25 million,4.9,1 to 50 employees,Staffing & Outsourcing,Business Services,Company - Private,20,"Airetel Staffing, Inc",33.4484,-112.074142
7107,Senior Software Engineer,94,122,66,Scottsdale,AZ,NA,Unknown,4.4,201 to 500 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,4,Sendoso,33.4942,-111.926018
7108,"Solution Engineer - Melbourne, Australia",94,122,66,Scottsdale,AZ,NA,Unknown,3.8,501 to 1000 employees,Computer Hardware & Software,Information Technology,Subsidiary or Business Segment,31,InEight,33.4942,-111.926018
7109,Java Back End Engineer,94,122,66,Phoenix,AZ,NA,50-100 million,4,501 to 1000 employees,IT Services,Information Technology,Company - Private,10,CYNET SYSTEMS,33.4484,-112.074142
7110,Senior .Net Engineer,94,122,66,Scottsdale,AZ,1,Unknown,3.9,51 to 200 employees,Computer Hardware & Software,Information Technology,Company - Private,10,Digital Air Strike,33.4942,-111.926018
7111,Java Vert.x Engineer,94,122,66,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7112,Engineering Manager - Data OS Platform,152.5,187,118,Phoenix,AZ,NA,100-500 million,4.6,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Company - Public,12,New Relic,33.4484,-112.074142
7113,Data Modeler Architect,152.5,187,118,Phoenix,AZ,NA,10-25 million,5,201 to 500 employees,IT Services,Information Technology,Company - Private,2,Nucleusteq,33.4484,-112.074142
7114,Sr DevSecOps Engineer,152.5,187,118,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
7115,Cloud Engineer,152.5,187,118,Phoenix,AZ,NA,Unknown,4.5,501 to 1000 employees,IT Services,Information Technology,Company - Private,24,VentureSoft Global,33.4484,-112.074142
7116,System Validation Engineer,152.5,187,118,Phoenix,AZ,NA,10+ billion,4,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,52,Intel Corporation,33.4484,-112.074142
7117,Cloud Devops Engineer,152.5,187,118,Scottsdale,AZ,NA,Unknown,5,Unknown,,,Company - Public,NA,PriceSenz,33.4942,-111.926018
7118,Java Engineer (Full Stack developer),152.5,187,118,Phoenix,AZ,NA,1-5 million,3,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,20,Apex 2000,33.4484,-112.074142
7119,Software Engineer,152.5,187,118,Tempe,AZ,NA,100-500 million,3.2,501 to 1000 employees,IT Services,Information Technology,Company - Public,19,Limelight Networks,33.4255,-111.940009
7120,Sales Engineer,104,138,70,Phoenix,AZ,NA,Unknown,NA,1 to 50 employees,,,Company - Private,NA,"Conveyor Solutions, Inc.",33.4484,-112.074142
7121,Server Engineer,104,138,70,Phoenix,AZ,NA,<1 million,5,1 to 50 employees,Accounting,Accounting & Legal,Company - Private,NA,Global Force USA,33.4484,-112.074142
7122,Sr. Software Engineer 2,104,138,70,Tempe,AZ,NA,25-50 million,3.2,1001 to 5000 employees,Internet,Information Technology,Company - Private,21,Shutterfly,33.4255,-111.940009
7123,Senior Software Engineer,104,138,70,Phoenix,AZ,NA,25-50 million,3.4,1001 to 5000 employees,"Hotels, Motels, & Resorts",Travel & Tourism,Company - Public,81,Choice Hotels,33.4484,-112.074142
7124,"Lead, Network Engineer",104,138,70,Phoenix,AZ,NA,10+ billion,3.6,10000+ employees,Insurance Carriers,Insurance,Company - Public,59,Humana,33.4484,-112.074142
7125,Packaging R&D Engineer Intern,104,138,70,Phoenix,AZ,NA,10+ billion,4,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,52,Intel,33.4484,-112.074142
7126,Database Engineer SQL,104,138,70,Scottsdale,AZ,NA,Unknown,3.5,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,12,Foresight Intelligence,33.4942,-111.926018
7127,"Lead Engineer, Fuel Cell Systems Testing",104,138,70,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
7128,Sr Software Development Engineer In Test,74.5,92,57,Phoenix,AZ,NA,Unknown,3.5,501 to 1000 employees,Logistics & Supply Chain,Transportation & Logistics,Company - Private,25,Truckstop.com,33.4484,-112.074142
7129,Cloud Services Engineer,74.5,92,57,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
7130,Scrum Quality Assurance Automation Engineer,74.5,92,57,Phoenix,AZ,NA,Unknown,4.9,1 to 50 employees,Consulting,Business Services,Company - Private,14,SunSoft Online,33.4484,-112.074142
7131,DevOps Engineer (MediaCloud/MediaOps) - Fox Technology,74.5,92,57,Phoenix,AZ,NA,Unknown,4,5001 to 10000 employees,TV Broadcast & Cable Networks,Media,Company - Public,1,Fox Corporation,33.4484,-112.074142
